0.0,4.230337736936109e-117,0.13065612008683192,9.543356235611169e-52,0.29125912664810777,0.0,0.0,0.0,1.7472790468299375e-80,0.5780847532650618
0.0,8.883227978502744e-141,1.6756007017571363e-88,0.7731014690297384,4.5726596071979266e-85,3.2378354314796663e-206,0.0,0.0024727069438505974,0.22442582402641123,6.72030985540161e-145
0.0,5.20176615604887e-152,3.028498564616947e-309,0.08810565263913679,0.0,0.03207787927168743,0.0,0.0,0.8798164680031463,8.602727592476388e-11
0.0,2.113570235723884e-85,0.24834873988796355,0.20578108768432818,1.8814807104120236e-180,0.5425741464134487,0.003296026014259114,1.1581476455701383e-149,8.532829113660192e-110,5.801535768007627e-109
0.0,1.7217494913175867e-236,0.0689823207735142,8.202786495393884e-197,2.1502913673487826e-141,6.051689794563837e-280,0.0,0.0,9.688399278819657e-80,0.9310176792264849
0.0021131385040875817,0.013207941879127334,0.9633645615627284,1.4784813728255373e-304,0.019222550961323023,0.002091807092739419,0.0,0.0,9.071674707786884e-297,4.5450442601449795e-227
0.9560591705620438,9.139852053962245e-44,0.042853230234501764,0.001087599203455212,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.5138896190249106e-192,4.850594165137155e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.726297530516898e-267,0.6300064232876351,2.576887892885361e-101,0.07005568001341501,0.016392655189086114,0.02962279380123037,2.5339539899599473e-201,2.013229470946503e-208,0.019051305958314516,0.23487114175031823
5.32573101672149e-292,0.42151001909707075,1.3363920113882778e-112,0.10895563476252317,0.4496275641558023,0.015699124462922605,0.00420765752168278,5.035356450565364e-95,3.061046805587927e-116,4.976672427796414e-120
